# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: slimfly100.cscs.ch
# Release : 3.10.0-1160.15.2.el7.x86_64
# Version : #1 SMP Wed Feb 3 15:06:38 UTC 2021
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 10.934632 
# Number of iterations (recorded+unrecorded): 3864123130 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
39345731644.68	1968.23
39346731542.10	1962.77
39347731434.04	1946.36
39348731322.35	1955.48
39349731219.76	1962.77
39350731100.78	1944.54
39351731000.02	1970.06
39352730888.32	1960.94
39353730780.27	2401.97
39354730670.39	1973.70
39355730562.34	1955.48
39356730459.76	1955.48
39357730344.42	1970.06
39358730243.66	1988.28
39359730124.67	1955.48
39360730023.91	1957.30
39361729912.21	1966.41
39362729807.81	1970.06
39363729696.11	1944.54
39364729582.59	2338.19
39365729481.83	1971.88
39366729371.95	1957.30
39367729258.44	1979.17
39368729155.85	1973.70
39369729045.98	1959.12
39370728934.28	1970.06
39371728822.58	1966.41
39372728718.18	1957.30
39373728617.42	1951.83
39374728500.25	1948.19
39375728390.38	2316.32
39376728293.26	1942.72
39377728179.74	1973.70
39378728071.69	1975.52
39379727952.71	1944.54
39380727850.12	1960.94
39381727742.07	1964.59
39382727637.66	1950.01
39383727531.43	1966.41
39384727414.27	1988.28
39385727308.04	1953.65
39386727190.88	2319.96
39387727095.58	1977.35
39388726991.18	1971.88
39389726868.55	1951.83
39390726775.07	1971.88
39391726652.44	1966.41
39392726549.86	1955.48
39393726434.52	1970.06
39394726335.58	3526.42
39395726229.35	1964.59
39396726110.36	1970.06
39397726009.60	2423.84
39397728444.38	2657.12
39398725896.08	2241.60
39399725784.39	1979.17
39400725679.98	1964.59
39401725586.51	1955.48
39402725472.99	1957.30
39403725359.47	1977.35
39404725242.31	1953.65
39405725139.72	1959.12
39406725029.85	1968.23
39407593842.89	89.30
39407602636.16	147.62
39407724916.33	3382.45
39407739023.83	96.59
39407747310.46	145.80
39408724826.50	4297.31
39408730661.95	147.62
39409724711.16	3315.02
39409729759.32	147.62
39410724619.51	2979.69
39410737030.32	182.24
39411724496.88	3721.42
39411732562.99	147.62
39412724397.94	2791.98
39413724282.60	2719.08
39413737571.82	147.62
39414724178.19	2983.33
39415724059.21	1991.93
39416723956.62	1975.52
39417723837.64	1980.99
39418723736.88	2941.42
39419723623.36	2425.67
39420723511.66	1970.06
39421723399.96	1964.59
39422723293.73	1973.70
39423723183.86	1960.94
39424723073.99	1951.83
39425722980.51	1962.77
39426722859.71	1970.06
39427722760.77	1946.36
39428722638.14	1948.19
39429722541.02	1966.41
39430722436.61	2305.39
39431304102.56	94.77
39431305006.49	94.77
39431309416.79	147.62
39431722268.42	3320.48
39431735293.39	182.24
39432722222.33	3694.08
39432727986.71	147.62
39433722106.99	3422.54
39433727229.87	147.62
39434722002.58	2915.90
39434726175.97	94.77
39434733666.19	184.07
39435721889.07	3606.61
39435729523.26	145.80
39436721786.48	2773.75
39437721678.43	2660.76
39437734830.97	147.62
39438721583.14	3068.99
39439721451.39	2001.04
39440721345.16	1944.54
39441082399.44	94.77
39441086643.90	182.24
39441721211.60	3941.93
39441733636.98	147.62
39442721139.99	3679.50
39442726784.09	147.62
39443721028.30	3260.34
39443725806.73	147.62
39444720923.89	4126.00
39444735106.11	147.62
39445720801.26	3590.20
39445729587.24	147.62
39446720705.97	2770.11
39447720583.34	2693.56
39447734707.24	147.62
39448720488.04	3072.63
39449720370.88	2037.49
39450720253.71	1991.93
39451720151.13	1951.83
39452720046.72	2347.30
39453719931.38	1948.19
39454719821.51	1970.06
39455719709.81	1960.94
39456719614.52	1960.94
39457719504.64	1955.48
39458719389.30	1959.12
39459719290.36	1970.06
39460719178.67	1964.59
39461719061.50	1966.41
39462718958.92	1968.23
39463718843.58	2309.03
39464718739.17	1986.46
39465718631.12	1960.94
39466718523.07	1955.48
39467718420.48	1957.30
39468718306.96	1975.52
39469718200.74	1948.19
39470718090.86	1950.01
39471717982.81	1970.06
39472717871.11	1966.41
39473717768.53	1951.83
39474717664.12	2316.32
39475717541.49	1971.88
39476717442.55	1942.72
39477717339.97	1966.41
39478717224.63	1959.12
39479717114.75	1944.54
39480717001.23	1966.41
39481716898.65	1959.12
39482716786.95	1957.30
39483716673.44	1979.17
39484716569.03	1980.99
39485716455.51	2325.43
39486716354.75	1953.65
39487716237.58	1968.23
39488716136.82	1970.06
39489716036.06	1960.94
39490715915.25	1977.35
39491715809.02	1960.94
39492715699.15	1948.19
39493715591.10	1966.41
39494715488.51	3872.68
39495715371.35	1953.65
39496715266.94	2432.96
39497715162.54	1962.77
39498715056.31	1966.41
39499714953.72	1951.83
39500714834.74	1962.77
39501714728.51	1964.59
39502714611.34	1962.77
39503714505.12	1973.70
39504714406.18	1979.17
39505714290.84	1953.65
39506714186.43	4071.33
39507714071.09	1975.52
39508713963.04	1946.36
39509713864.10	1971.88
39510713754.22	1960.94
39511713646.17	1948.19
39512713536.30	1948.19
39513713426.42	1957.30
39514713325.66	1975.52
39515713206.68	1946.36
39516713107.74	1968.23
39517712992.40	2314.50
39518712880.70	1939.07
39519712774.47	1971.88
39520712664.60	1960.94
39521712556.54	1950.01
39522712448.49	1966.41
39523712345.91	1968.23
39524712243.32	1950.01
39525712122.52	1964.59
39526712016.29	1966.41
39527711900.95	1940.90
39528711796.54	2325.43
39529711695.78	1966.41
39530711580.44	1957.30
39531711481.50	1940.90
39532711366.16	1966.41
39533711261.75	1970.06
39534711150.05	1955.48
39535711036.53	1975.52
39536710928.48	1970.06
39537710814.96	1939.07
39538710719.67	1962.77
39539710611.62	2334.54
39540710496.28	1951.83
39541710391.87	1951.83
39542710272.88	1960.94
39543710175.77	1960.94
39544710054.96	3520.95
39545709956.02	1975.52
39546709847.97	3003.38
39547709736.27	2061.18
39548709628.22	1977.35
39549709523.81	1962.77
39550709417.58	2456.65
39551709300.42	1964.59
39552709196.01	1957.30
39553709095.25	1948.19
39554708972.62	1951.83
39555708866.39	1951.83
39556708760.16	1977.35
39557708653.93	1955.48
39558084154.68	3098.15
39558708547.70	2274.40
39559708432.36	1979.17
39560708329.78	1946.36
39561708218.08	2345.48
39562708110.03	1980.99
39563708009.27	1953.65
39564707893.93	1966.41
39565707791.34	1979.17
39566707676.00	1957.30
39567707564.31	1971.88
39568707465.37	3910.95
39569707350.03	1966.41
39570707247.44	1951.83
39571707128.46	1977.35
39572707024.05	2425.67
39573706925.11	2411.09
39574706811.59	1970.06
39575706698.07	1957.30
39576706586.38	1966.41
39577706481.97	1970.06
39578706383.03	1960.94
39579706262.22	1942.72
39580706159.64	1966.41
39581706057.05	1964.59
39582705938.07	1955.48
39583705822.73	2325.43
39584705720.14	1971.88
39585705623.03	1959.12
39586705500.39	1937.25
39587705405.10	1962.77
39588705297.05	1968.23
39589705183.53	1944.54
39590705082.77	1959.12
39591704960.14	1957.30
39592704859.37	1944.54
39593704758.61	1982.81
39594704634.16	4091.37
39595704540.69	1957.30
39596704416.23	1946.36
39597704317.30	1968.23
39598704214.71	1960.94
39599704093.90	1955.48
39600703991.32	1960.94
39601703881.44	1964.59
39602703777.04	1951.83
39603703658.05	1966.41
39604703555.47	1971.88
39605703445.59	2310.85
39606703341.19	1964.59
39607703236.78	1968.23
39608703121.44	1953.65
39609703018.85	1962.77
39610702912.63	1971.88
39611702789.99	1946.36
39612702691.06	1953.65
39613702575.71	1979.17
39614702473.13	1977.35
39615702368.72	1960.94
39616702247.92	2319.96
39617702141.69	1977.35
39618702037.28	1950.01
39619701929.23	1966.41
39620701824.82	1960.94
39621701714.95	1939.07
39622701608.72	1966.41
39623701493.38	2983.33
39624701385.33	2013.79
39624703410.06	3715.95
39625701268.16	130096.61
39625835195.54	182.24
39626701165.58	2886.74
39627701059.35	2403.80
39628700951.30	1942.72
39629700848.71	1975.52
39630700740.66	1970.06
39630884327.67	96.59
39630885486.74	94.77
39630889787.70	145.80
39631700616.21	3366.04
39631712888.51	94.77
39631731096.50	147.62
39632700528.20	3870.86
39632706334.49	145.80
39633700418.33	3262.17
39633704792.18	96.59
39633706775.00	147.62
39634700306.63	3008.85
39634713519.31	147.62
39635700209.52	3539.18
39635707021.79	147.62
39636700096.00	2688.10
39637699975.19	2638.89
39637714274.04	147.62
39638279523.46	96.59
39638280921.28	96.59
39638285255.03	145.80
39638699828.87	4503.25
39638711523.46	147.62
39639699766.38	3712.31
39639705499.77	145.80
39640699671.08	3327.77
39640704629.94	147.62
39641699553.92	2943.24
39641712588.00	147.62
39642699442.22	3588.38
39642706303.70	147.62
39643699345.10	2744.59
39644699220.65	4368.39
39644714762.41	147.62
39645699118.07	2950.53
39646699002.73	2072.11
39647698892.85	1990.10
39648698775.69	1968.23
39649698674.93	2358.24
39650698555.94	1955.48
39651698455.18	1966.41
39652698352.59	1968.23
39653698239.08	1962.77
39654698131.02	1955.48
39655698015.68	1966.41
39656697913.10	1968.23
39657697799.58	1953.65
39658697697.00	1971.88
39659697587.12	1968.23
39660697473.60	2301.74
39661697372.84	1960.94
39662697264.79	1971.88
39663697154.92	1951.83
39664697050.51	1964.59
39665696931.52	1960.94
39666696836.23	1946.36
39667696711.78	1959.12
39668696612.84	1966.41
39669696510.25	1970.06
39670696398.56	1948.19
39671696288.68	2319.96
39672696169.70	1966.41
39673696065.29	1950.01
39674695969.99	3145.53
39675695852.83	2132.25
39676695742.96	1966.41
39677695627.62	1971.88
39678695530.50	1964.59
39679695424.27	1964.59
39680695307.11	1977.35
39681695202.70	1971.88
39682695103.76	2305.39
39683694982.95	1944.54
39684694882.19	1959.12
39685694772.32	1962.77
39686694666.09	1946.36
39687694554.39	1966.41
39688694439.05	1975.52
39689694332.82	1959.12
39690694222.95	1971.88
39691694124.01	1962.77
39692694003.20	1951.83
39693693896.97	2334.54
39694693792.56	4135.11
39695693680.87	4306.42
39696693580.10	5788.07
39696714359.55	147.62
39697693570.47	7264.24
39698693364.00	3836.23
39699693248.66	5224.93
39699713049.46	145.80
39700693144.25	4891.43
39701693038.02	4113.24
39702692917.22	4362.92
39702709439.45	147.62
39703692832.86	5678.72
39704692715.69	2267.11
39705692605.82	2684.45
39705709716.70	147.62
39706692508.70	3154.64
39707692387.89	2042.95
39708692274.37	1970.06
39709692173.61	1933.61
39710692061.92	1968.23
39711691948.40	1960.94
39712691838.52	1953.65
39713691734.12	1957.30
39714691622.42	2345.48
39715691516.19	1960.94
39716691406.32	1959.12
39717691296.44	1957.30
39718691197.50	1933.61
39719691074.87	1960.94
39720690977.76	1955.48
39721690862.42	12376.18
39721703249.53	2688.10
39722690748.90	2917.72
39723690649.96	1980.99
39724690536.44	1940.90
39725690432.03	2409.26
39726690327.63	1973.70
39727690206.82	1959.12
39728690107.88	1966.41
39729689990.71	1946.36
39730689891.77	1951.83
39731689785.55	1946.36
39732689673.85	1951.83
39733689569.44	1960.94
39734689446.81	1940.90
39735689342.41	1959.12
39736689243.47	2327.25
39737689131.77	1935.43
39738689021.90	1944.54
39739688908.38	1962.77
39740688800.33	1955.48
39741688697.74	1948.19
39742688587.87	1955.48
39743688487.11	1957.30
39744688362.65	4182.50
39745688261.89	1971.88
39745763424.73	96.59
39745767193.53	98.41
39745769192.75	145.80
39746688162.95	3422.54
39746698816.93	111.17
39746702372.51	94.77
39746710427.69	147.62
39747688149.67	4131.47
39747693500.35	147.62
39748687941.38	3366.04
39748693155.38	147.62
39749687844.26	3052.58
39749700251.43	145.80
39750687719.81	3582.91
39750695804.15	147.62
39751687615.40	2751.88
39752687496.42	2726.37
39752700898.63	145.80
39753687406.59	3028.89
39754687283.96	1986.46
39755687175.91	1991.93
39756687073.32	1970.06
39757686959.81	1960.94
39758686849.93	2360.06
39759686734.59	1973.70
39760686639.30	1937.25
39761686531.24	1959.12
39762686421.37	1959.12
39763686298.74	1939.07
39764686192.51	4023.94
39765686099.04	1979.17
39766685983.70	2039.31
39767685879.29	1942.72
39768685763.95	1957.30
39769685650.43	2332.72
39770685556.96	1944.54
39771685430.68	1960.94
39772685331.74	1953.65
39773685229.16	1942.72
39774685113.82	1951.83
39775685007.59	1968.23
39776684906.83	1950.01
39777684787.84	1953.65
39778684670.68	1951.83
39779684577.21	1944.54
39780684463.69	2314.50
39781684351.99	1950.01
39782684243.94	1979.17
39783684141.35	1940.90
39784684026.01	1948.19
39785683928.90	1955.48
39786683813.56	1948.19
39787683703.68	1990.10
39788683586.52	1966.41
39789683483.93	1948.19
39790683386.82	1960.94
39791683266.01	2316.32
39792683168.89	1946.36
39793683046.26	1946.36
39794682947.32	3989.32
39795682835.62	1959.12
39796682723.93	1939.07
39797682617.70	1962.77
39798682509.65	1960.94
39799682399.77	1939.07
39800682293.54	1970.06
39801682181.85	1966.41
39802682079.26	4661.80
39803681963.92	2110.38
39804681857.69	1953.65
39805681740.53	1933.61
39806681639.77	1944.54
39807681539.01	1955.48
39808681425.49	1957.30
39809681313.79	1939.07
39810681218.50	1951.83
39811681099.51	1951.83
39812680993.28	1953.65
39813680876.12	2329.08
39814680779.00	1950.01
39815680670.95	1935.43
39816680561.08	1959.12
39817680449.38	1971.88
39818680337.68	1935.43
39819680240.57	1959.12
39820680116.11	1959.12
39821680017.17	1940.90
39822679912.77	1939.07
39823679793.78	1951.83
39824679687.55	2305.39
39825679590.44	1946.36
39826679478.74	1960.94
39827679370.69	1959.12
39828679258.99	1944.54
39829679145.47	2083.05
39830679046.53	1984.64
39831678936.66	1948.19
39832678828.61	1960.94
39833678718.73	1951.83
39834678612.50	1946.36
39835678502.63	2305.39
39836678392.76	1960.94
39837678284.71	1959.12
39838678174.83	1937.25
39839678066.78	1957.30
39840677966.02	1959.12
39841677841.56	1940.90
39842677748.09	1970.06
39842679729.08	4851.33
39843677632.75	2321.79
39844677528.35	3624.83
39845677422.12	1968.23
39846677308.60	2436.60
39847677195.08	1944.54
39848677083.38	1957.30
39849676982.62	1964.59
39850676865.46	1940.90
39851676761.05	1960.94
39852676653.00	1959.12
39853676543.12	1966.41
39854676438.72	1944.54
39855676325.20	1962.77
39856676218.97	1953.65
39857676101.81	2301.74
39858676001.04	1979.17
39859675896.64	1973.70
39860675788.59	1942.72
39861675673.25	1959.12
39862675561.55	1968.23
39863675458.96	1940.90
39864675354.56	1953.65
39864688820.56	6076.01
39865675248.33	2380.10
39866675140.28	1977.35
39867675023.11	1951.83
39868674918.71	2325.43
39869674817.95	1957.30
39870674704.43	1940.90
39871674600.02	1948.19
39872674479.21	1973.70
39873674371.16	1959.12
39874674272.22	1970.06
39875674160.52	1944.54
39876674048.83	1959.12
39877673937.13	1942.72
39878673834.55	1960.94
39879673726.50	2325.43
39880673612.98	1942.72
39881673510.39	1971.88
39882673400.52	1953.65
39883673297.94	1948.19
39884673188.06	1955.48
39885673074.54	1959.12
39886672962.85	1940.90
39887672856.62	1957.30
39888672755.86	1957.30
39889672631.40	1957.30
39890672532.46	2329.08
39891672422.59	1970.06
39892672310.89	1929.96
39893672208.31	1937.25
39894672100.26	3931.00
39895671992.21	1993.75
39896671878.69	1942.72
39897671774.28	1955.48
39898671671.70	1960.94
39899671563.64	1946.36
39900671451.95	1960.94
39901671342.07	2438.42
39902671230.38	1950.01
39903671122.33	1968.23
39904671019.74	1950.01
39905670911.69	1948.19
39906670803.64	1948.19
39907670682.83	1957.30
39908670582.07	1960.94
39909670474.02	1942.72
39910670358.68	1973.70
39911670261.56	1957.30
39912670148.04	2305.39
39913670039.99	1959.12
39914669941.05	1957.30
39915669816.60	1948.19
39916669719.48	1990.10
39917669602.32	1960.94
39918669492.44	1940.90
39919669388.04	1964.59
39920669283.63	1980.99
39921669170.11	1977.35
39922669065.70	1975.52
39923668957.65	4559.74
39924668838.67	1982.81
39925668739.73	1962.77
39926668618.92	1973.70
39927668521.80	1966.41
39928668417.39	1962.77
39929668298.41	1966.41
39930668194.00	2821.14
39931668084.13	2063.00
39932667976.08	1968.23
39933667875.31	1971.88
39934667752.68	2305.39
39935667655.57	1953.65
39936667540.23	1962.77
39937667432.17	1975.52
39938667325.94	1962.77
39939667219.72	1966.41
39940667117.13	1970.06
39941667005.44	1948.19
39942666895.56	1966.41
39943666791.15	1960.94
39944666670.35	4111.42
39945666571.41	1959.12
39946666448.78	1955.48
39947666346.19	1944.54
39948666245.43	1959.12
39949666133.73	1959.12
39950666023.86	1964.59
39951665917.63	1955.48
39952665804.11	1966.41
39953665701.53	1970.06
39954665589.83	1951.83
39955665485.42	2307.21
39956665364.62	1977.35
39957665260.21	1939.07
39958665164.92	1962.77
39959665056.86	1980.99
39960664943.34	1955.48
39961664842.58	1966.41
39962664727.24	1968.23
39963664613.72	1950.01
39964664505.67	1951.83
39965664399.44	1966.41
39966664284.10	2330.90
39967664186.98	1942.72
39968664071.64	1980.99
39969663958.12	1959.12
39970663861.01	1957.30
39971663747.49	1960.94
39972663637.61	1970.06
39973663538.68	1940.90
39974663421.51	1970.06
39975663322.57	1973.70
39976663201.76	1939.07
39977663095.54	2307.21
39978662989.31	1977.35
39979662884.90	1966.41
39980662769.56	1960.94
39981662661.51	1970.06
39982662549.81	1968.23
39983662447.23	1951.83
39984662342.82	1968.23
39985662229.30	1962.77
39986662121.25	1948.19
39987559812.66	96.59
39987565303.66	147.62
39987662020.49	3089.03
39987666999.39	96.59
39987683572.65	147.62
39988661923.37	4350.16
39988667560.17	147.62
39989661802.56	3544.64
39989667022.03	184.07
39990661703.62	2906.79
39990673934.01	147.62
39991661597.39	3599.32
39991669346.40	145.80
39992450128.36	147.62
39992661478.41	3488.15
39992667237.31	145.80
39993661370.36	3087.21
39993677076.13	147.62
39994661258.66	5286.89
39994667735.61	182.24
39995661159.72	3362.40
39995667011.57	147.62
39996661057.14	3070.81
39996675578.33	147.62
39997660941.80	3551.93
39997667723.09	182.24
39998660828.28	2627.96
39999660711.11	3054.41
39999675576.75	147.62
40000660610.35	3014.31
40001660496.83	2055.71
40002660385.14	1991.93
40003660269.79	2022.91
40004660174.50	1993.75
40005660050.05	1970.06
40006659951.11	1950.01
40007659844.88	1991.93
40008659729.54	1975.52
40009659623.31	1959.12
40010659524.37	2340.01
40011659401.74	1971.88
40012659300.98	1950.01
40013659192.92	1975.52
40014659086.70	1971.88
40015658976.82	1960.94
40016658866.95	1959.12
40017658757.07	1953.65
40018658641.73	1960.94
40019658544.62	1948.19
40020658421.98	1984.64
40021658324.87	2319.96
40022658218.64	1962.77
40023658099.65	1975.52
40024658006.18	1988.28
40025657887.19	1960.94
40026657777.32	1979.17
40027657674.74	1964.59
40028657555.75	1957.30
40029657454.99	1957.30
40030657356.05	1962.77
40031657237.06	1955.48
40032657134.48	2312.67
40033657019.14	1968.23
40034656918.38	1971.88
40035656806.68	1951.83
40036656700.45	1975.52
40037656592.40	1962.77
40038656473.41	1959.12
40039656376.30	1964.59
40040656257.31	1980.99
40041656154.73	1959.12
40042656055.79	1964.59
40043655938.62	2323.61
40044655836.04	4279.09
40045655720.70	1993.75
40046655607.18	1960.94
40047655508.24	1950.01
40048655389.25	1953.65
40049655284.85	1964.59
40050655180.44	1975.52
40051655074.21	1953.65
40052654971.63	2179.64
40053654847.17	2551.41
40054654750.06	2844.83
40055654627.43	2214.26
40056654526.66	2504.03
40057654420.44	2296.27
40058654314.21	2950.53
40059654198.86	2418.38
40060654092.64	1970.06
40061653991.87	1959.12
40062653882.00	1966.41
40063653766.66	1979.17
40064653664.07	1959.12
40065653552.38	2332.72
40066653446.15	1966.41
40067653330.81	1964.59
40068653224.58	1962.77
40069653105.59	1964.59
40070653001.19	1950.01
40071652905.89	1964.59
40072652799.66	1968.23
40073652686.14	1942.72
40074652572.63	1953.65
40075652468.22	1962.77
40076652360.17	2318.14
40077652252.12	1948.19
40078652142.24	1966.41
40079652026.90	1970.06
40080651927.96	1960.94
40080653899.84	4430.35
40081651819.91	2329.08
40082651710.04	1975.52
40083651603.81	1971.88
40084651492.11	1959.12
40085651382.24	2033.84
40086651272.36	1962.77
40087651164.31	2336.37
40088651061.73	1973.70
40089650940.92	1962.77
40090650834.69	1960.94
40091650737.57	1962.77
40092650618.59	1990.10
40093650514.18	1948.19
40094650404.31	4204.37
40095650299.90	1979.17
40096650197.32	1953.65
40097650081.97	1973.70
40098649973.92	2427.49
40099649864.05	1948.19
40100649754.17	1975.52
40101649647.95	1977.35
40102649530.78	1988.28
40103649437.31	1950.01
40104649318.32	1975.52
40105649212.09	1962.77
40106649093.11	1953.65
40107648990.52	1975.52
40108648882.47	1971.88
40109648783.53	2318.14
40110648675.48	1995.57
40111648551.03	1968.23
40112648450.27	1959.12
40113648351.33	1964.59
40114648234.16	1962.77
40115648127.94	1957.30
40116648014.42	1940.90
40117647910.01	1979.17
40118647807.43	1980.99
40119647693.91	1939.07
40120647587.68	2312.67
40121647472.34	1980.99
40122647371.57	1939.07
40123647265.35	1971.88
40124647142.71	1971.88
40125647043.78	1951.83
40126646924.79	1966.41
40127646820.38	1975.52
40128646726.91	1960.94
40129646606.10	1973.70
40130646496.23	1980.99
40131646395.47	2332.72
40132646276.48	1957.30
40133646175.72	1977.35
40134646058.55	1970.06
40135645957.79	1951.83
40136645840.63	1964.59
40137645734.40	1979.17
40138645642.75	1960.94
40139645521.94	1980.99
40140645421.18	1973.70
40141645300.37	1957.30
40142645199.61	2338.19
40143645086.09	1968.23
40144644985.33	3601.14
40145644880.92	1968.23
40146644767.40	1973.70
40147644659.35	1968.23
40148644556.77	1950.01
40149644435.96	1968.23
40150644333.38	1966.41
40151644218.03	1957.30
40152644119.10	1986.46
40153644011.04	2449.36
40154643897.53	1957.30
40155643796.76	1971.88
40156643674.13	1964.59
40157643567.90	1955.48
40158643452.56	1951.83
40159643359.09	1982.81
40160643247.39	1966.41
40161643142.99	1953.65
40162643025.82	1982.81
40163642914.13	1960.94
40164642817.01	2316.32
40165642707.14	1964.59
40166642589.97	1966.41
40167642487.39	1955.48
40168642373.87	1975.52
40169642267.64	1977.35
40170642163.23	1948.19
40171642053.36	1970.06
40172641941.66	1980.99
40173641839.08	1964.59
40174641721.92	1957.30
40175641621.15	2319.96
40176641513.10	1964.59
40177641408.70	1957.30
40178641295.18	1971.88
40179641185.30	1970.06
40180641084.54	1953.65
40181640969.20	1960.94
40182640859.33	1977.35
40183640742.16	1953.65
40184640637.76	1964.59
40185640544.28	1966.41
40186640428.94	4127.82
40187640322.71	2001.04
40188640205.55	1966.41
40189640102.97	1955.48
40190640002.20	3644.88
40191639879.57	1970.06
40192639778.81	1973.70
40193639668.94	1950.01
40194639560.89	3703.20
40195639447.37	1970.06
40196639333.85	1964.59
40197639238.55	2423.84
40198639125.04	1971.88
40199639015.16	1951.83
40200638910.76	1951.83
40201638791.77	1962.77
40202638683.72	1975.52
40203638577.49	1957.30
40204638476.73	1959.12
40205638366.85	1959.12
40206638256.98	1960.94
40207638147.11	1962.77
40208638040.88	2312.67
40209637938.29	1951.83
40210637819.31	1957.30
40211637718.54	1960.94
40212637608.67	1950.01
40213637500.62	1977.35
40214637396.21	1980.99
40215637282.69	1951.83
40216637176.46	1964.59
40217637070.24	1966.41
40218636954.89	1973.70
40219636845.02	2305.39
40220636735.15	1960.94
40221636627.09	1979.17
40222636511.75	1948.19
40223636414.64	1968.23
40224636312.05	1960.94
40225636191.24	1948.19
40226636094.13	1971.88
40227635971.50	1964.59
40228635867.09	1964.59
40229635762.68	1953.65
40230635645.52	2316.32
40231635548.40	1962.77
40232635429.42	1951.83
40233635323.19	1953.65
40234635218.78	1968.23
40235635103.44	1951.83
40236634997.21	1962.77
40237634889.16	1970.06
40238634790.22	1955.48
40239634674.88	1973.70
40240634566.83	1970.06
40241634467.89	2292.63
40242634345.26	1951.83
40243634239.03	1968.23
40244634136.44	3761.51
40245634019.28	1955.48
40246633918.52	1970.06
40247633806.82	1968.23
40248633704.24	1950.01
40249633596.19	1971.88
40250633486.31	1971.88
40251633376.44	1950.01
40252633268.39	2423.84
40253633154.87	1968.23
40254633052.28	1970.06
40255632938.76	1955.48
40256632836.18	1964.59
40257632719.02	1951.83
40258632612.79	1960.94
40259632515.67	1971.88
40260632393.04	1955.48
40261632290.46	1957.30
40262632178.76	1970.06
40263632078.00	2314.50
40264631966.30	1950.01
40265631858.25	1959.12
40266631746.55	1957.30
40267631633.03	1953.65
40268631528.63	1957.30
40269631427.87	1971.88
40270631316.17	1957.30
40271631215.41	1957.30
40272631090.95	1966.41
40273630988.37	1968.23
40274630874.85	2299.92
40275630772.27	1975.52
40276630664.22	1960.94
40277630556.16	1944.54
40278630444.47	1959.12
40279630332.77	1955.48
40280630230.19	1948.19
40281630120.31	1980.99
40282630006.80	1966.41
40283629904.21	1959.12
40284629805.27	1953.65
40285629688.11	2303.56
40286629578.23	1959.12
40287629468.36	1955.48
40288629365.78	1966.41
40289629261.37	1966.41
40290629146.03	1944.54
40291629032.51	1970.06
40292628931.75	1964.59
40293628825.52	1948.19
40294628704.71	3520.95
40295628605.77	1971.88
40296628495.90	2407.44
40297628378.73	1964.59
40298628285.26	1962.77
40299628166.28	1951.83
40300628060.05	1953.65
40301627942.88	1962.77
40302627847.59	1964.59
40303627743.18	1957.30
40304627618.73	1979.17
40305627516.14	1971.88
40306627419.03	1959.12
40307627294.57	2329.08
40308627197.46	1970.06
40309627083.94	1951.83
40310626977.71	1960.94
40311626867.83	1964.59
40312626761.61	1942.72
40313626659.02	1948.19
40314626536.39	3706.84
40315626437.45	2035.66
40316626316.64	1959.12
40317626219.53	1957.30
40318626106.01	2325.43
40319625992.49	1955.48
40320625889.90	1964.59
40321625772.74	1955.48
40322625670.16	1962.77
40323625574.86	1962.77
40324625455.88	1970.06
40325625355.11	1966.41
40326625239.77	1955.48
40327625137.19	1970.06
40328625023.67	1968.23
40329624910.15	2305.39
40330624813.03	1979.17
40331624697.69	1968.23
40332624584.17	1953.65
40333624479.77	1966.41
40334624377.18	1964.59
40335624272.78	1944.54
40335626228.25	3568.34
40336624153.79	2265.29
40337624053.03	1973.70
40338623932.22	1948.19
40339623835.10	1968.23
40340623721.58	2325.43
40341623608.07	2008.33
40342623510.95	1955.48
40343623397.43	1966.41
40344623282.09	3615.72
40345623166.75	1959.12
40346623067.81	1975.52
40347622961.58	1993.75
40348622860.82	1944.54
40349622747.30	1977.35
40350622630.14	1973.70
40351622522.08	2440.25
40352622424.97	1970.06
40353622313.27	1970.06
40354622199.75	1950.01
40355622104.46	1962.77
40356621985.47	1964.59
40357621879.24	1973.70
40358621769.37	1968.23
40359621654.03	1957.30
40360621551.44	1968.23
40361621437.92	1951.83
40362621331.70	2334.54
40363621227.29	1977.35
40364621122.88	1946.36
40365621011.19	1975.52
40366620904.96	1968.23
40367620789.62	1962.77
40368620683.39	1953.65
40369620580.80	1964.59
40370620476.40	1970.06
40371620351.94	1959.12
40372620253.00	1975.52
40373620134.02	2319.96
40374620038.72	1955.48
40375619925.20	1970.06
40376619813.51	1979.17
40377619710.92	1955.48
40378619595.58	1971.88
40379619496.64	1970.06
40380619384.95	1950.01
40381619276.89	1962.77
40382619168.84	1968.23
40383619055.32	1955.48
40384618952.74	2309.03
40385618833.75	1964.59
40386618729.35	1964.59
40387618623.12	1960.94
40388618513.24	1973.70
40389618403.37	1979.17
40390618298.96	1964.59
40391618192.73	1982.81
40392618081.04	1966.41
40393617965.70	1959.12
40394617866.76	4093.20
40395617749.59	1986.46
40396617641.54	1948.19
40397617544.43	1944.54
40398617432.73	1970.06
40399617321.03	1959.12
40400617209.34	1951.83
40401617103.11	1988.28
40402616996.88	1970.06
40403616885.18	1959.12
40404616786.24	1973.70
40405616665.43	2338.19
40406616564.67	1955.48
40407616462.09	1970.06
40408616337.64	1977.35
40409616244.16	1953.65
