0_groupStartEnd_s,0_initRank_s
7.065844,0.196172
7.027315,0.185805
7.064468,0.199579
7.099747,0.172488
7.157117,0.177103
7.153551,0.198896
7.133241,0.19832
7.122746,0.197825
7.088359,0.190815
7.162973,0.199305
7.13664,0.175345
7.184308,0.18967
7.162872,0.198479
7.117809,0.194091
7.14299,0.171289
7.059002,0.197206
7.027337,0.174848
7.104538,0.199586
7.072265,0.200748
7.091435,0.181236
7.083732,0.197298
7.138929,0.184978
7.086026,0.189406
6.980568,0.197489
7.108441,0.192975
7.110214,0.191372
7.093208,0.189497
7.169484,0.194493
7.104315,0.196466
7.032523,0.185808
7.100664,0.184984
7.133291,0.184557
7.159569,0.192057
7.077294,0.196561
7.021983,0.190985
7.064372,0.199343
7.0836,0.177235
7.177657,0.168611
7.141597,0.193095
7.087792,0.1914
7.118913,0.192946
7.173549,0.187465
7.128557,0.200994
7.176915,0.183491
7.022739,0.198359
7.118802,0.192639
7.135454,0.19056
7.051161,0.197349
7.104716,0.199513
7.081427,0.191196
7.134234,0.189423
7.104513,0.182836
7.106584,0.193948
7.139184,0.190358
7.181857,0.193022
7.047224,0.171312
7.114812,0.18564
7.147928,0.199231
7.09284,0.197637
7.123498,0.195126
7.159119,0.191848
7.077695,0.196836
7.064629,0.199111
7.079221,0.193462
7.147793,0.185944
7.153967,0.198381
7.122812,0.197271
7.130791,0.193377
7.163734,0.197002
7.043064,0.182971
7.118001,0.194405
7.131185,0.183942
7.05191,0.196519
7.071969,0.200699
7.138654,0.184206
7.10143,0.186708
6.991987,0.197786
7.106397,0.193901
7.110122,0.192012
7.122651,0.195123
7.10068,0.185921
7.031999,0.185307
7.123301,0.196057
7.170881,0.193017
7.076699,0.197345
7.076863,0.199617
7.079421,0.192823
7.146582,0.187161
7.125372,0.197321
7.100546,0.190423
7.123378,0.188928
7.173603,0.19925
7.041924,0.183931
7.136102,0.189254
7.117294,0.198783
7.072465,0.200405
7.081627,0.190378
7.111497,0.188713
7.090201,0.191696
7.187913,0.186367
7.123182,0.195487
7.08794,0.191329
7.125442,0.187806
7.184569,0.188582
7.021797,0.199969
7.082105,0.194057
7.121767,0.195302
7.092864,0.18984
7.138748,0.196508
7.151284,0.198399
7.118938,0.19407
7.033696,0.200171
7.123476,0.190458
7.082086,0.19458
7.082553,0.191467
7.104265,0.196612
7.032975,0.184577
7.13093,0.193554
7.128063,0.2012
7.021758,0.200119
7.117488,0.195419
7.186959,0.18878
7.123092,0.196937
7.022087,0.199555
7.090797,0.191355
7.092973,0.196641
7.154301,0.197581
7.076722,0.198583
7.125121,0.188243
7.121756,0.195745
7.14642,0.187288
7.110154,0.19226
7.13436,0.188566
7.131789,0.193585
7.132747,0.197712
7.124936,0.194967
7.126444,0.196711
7.122862,0.196364
7.132242,0.199393
7.120367,0.198767
7.120245,0.198858
7.12041,0.196801
7.136925,0.189609
7.118802,0.186906
7.108546,0.171054
7.075736,0.196211
7.114121,0.191823
7.136357,0.1917
7.110352,0.200043
7.114061,0.192227
7.143042,0.186985
7.131264,0.186717
7.087604,0.192386
7.134416,0.188567
7.124972,0.193124
7.115251,0.195238
7.128552,0.189155
7.076082,0.195776
7.125043,0.193175
7.146968,0.181026
7.126765,0.196393
7.110344,0.200201
7.110155,0.200335
7.110527,0.200027
7.160997,0.198966
7.1137,0.191359
7.159649,0.200071
7.16073,0.199074
7.168507,0.19159
7.159489,0.200449
7.17182,0.199722
7.15973,0.200117
7.124989,0.191594
7.105403,0.197114
7.108717,0.195235
7.110502,0.199536
7.117527,0.186748
7.119936,0.196965
7.120199,0.196633
7.121199,0.195385
7.117491,0.186978
7.154883,0.170099
7.157715,0.172704
7.13326,0.191494
7.139982,0.177848
7.085691,0.194738
7.13185,0.193226
7.143591,0.18708
7.138401,0.187309
7.14935,0.168773
7.145906,0.183845
7.144789,0.192363
7.143537,0.187206
7.12953,0.188369
7.128042,0.189961
7.09693,0.181745
7.137231,0.192672
7.05848,0.197581
7.05397,0.202922
7.124746,0.193697
7.061182,0.19504
7.09275,0.185994
7.164985,0.174707
7.101262,0.189379
7.063446,0.192602
7.101274,0.189409
7.135034,0.194024
7.054334,0.202148
7.095316,0.18757
7.134894,0.193097
7.05415,0.202623
7.090372,0.189301
7.135076,0.192854
7.065758,0.202081
7.134816,0.192837
7.103258,0.19896
7.103336,0.199541
7.102531,0.199937
7.102953,0.199794
7.103912,0.19819
7.11712,0.186143
7.111482,0.191085
7.111488,0.190804
7.128215,0.174023
7.111787,0.19157
7.122878,0.191459
7.119634,0.191594
7.1176,0.17493
7.092382,0.192254
7.091901,0.193086
7.101648,0.194776
7.101543,0.196075
7.10223,0.194352
7.10205,0.194366
7.093334,0.188265
7.113995,0.16842
7.104618,0.189281
7.09208,0.190402
7.09234,0.190238
7.094108,0.18806
7.093233,0.189323
7.054288,0.167653
7.052575,0.181871
7.04771,0.175184
7.035615,0.187297
7.086612,0.194509
7.118039,0.186075
7.119209,0.184578
7.136408,0.167301
7.126509,0.188582
7.115146,0.188935
7.116429,0.187839
7.123277,0.181179
7.133434,0.195865
7.13234,0.198221
7.144605,0.196799
7.137767,0.191485
7.133914,0.196234
7.079028,0.188629
7.067913,0.188053
7.067493,0.189199
7.082082,0.173373
7.073273,0.182784
7.035788,0.18616
7.035009,0.187165
7.034821,0.188041
7.081881,0.173884
7.132377,0.197064
7.067474,0.18823
7.136143,0.193447
7.13175,0.187716
7.123688,0.183708
7.127548,0.179892
7.119387,0.188393
7.120194,0.187149
7.122102,0.185164
7.133294,0.173929
7.033693,0.172088
7.030113,0.184644
7.042147,0.172056
7.02756,0.190062
7.027261,0.19023
7.01598,0.189624
7.015276,0.190815
7.167326,0.192333
7.166243,0.193118
7.166519,0.193098
7.166687,0.193808
7.166079,0.19332
7.166248,0.193039
7.177445,0.182362
7.120423,0.168147
7.095434,0.18562
7.094438,0.193879
7.094067,0.194004
7.09482,0.193642
7.094238,0.195034
7.119894,0.196806
7.112432,0.196529
7.123809,0.197009
7.112208,0.197672
7.119701,0.196646
7.125712,0.183434
7.128719,0.179625
7.116918,0.189894
7.113009,0.193375
7.112614,0.194243
7.124447,0.19424
7.112701,0.193933
7.134164,0.185499
7.129163,0.178197
7.112843,0.194323
7.112384,0.194026
7.111631,0.194766
7.111507,0.196003
7.114353,0.184137
7.107703,0.190483
7.111725,0.194581
