0_Avg-Duration_s,0_Min-Duration_s,0_Max-Duration_s,0_Median-Duration_s
2.036e-06,1.622e-06,2.502e-06,2.067e-06
1.992e-06,1.642e-06,2.854e-06,1.89e-06
2.013e-06,1.492e-06,3.376e-06,1.96e-06
2.135e-06,3.29e-07,5.24e-06,1.93e-06
2.32e-06,3.25e-07,5.667e-06,2.089e-06
2.481e-06,3.25e-07,8.194e-06,1.994e-06
2.403e-06,3.1e-07,5.403e-06,2.171e-06
2.157e-06,1.505e-06,4.567e-06,1.969e-06
2.21e-06,1.648e-06,7.276e-06,2e-06
2.189e-06,1.434e-06,3.145e-06,2.18e-06
2.32e-06,1.105e-06,5.444e-06,2.051e-06
2.297e-06,1.611e-06,8.068e-06,2.032e-06
2.154e-06,1.277e-06,4.531e-06,2.118e-06
2.055e-06,1.671e-06,2.687e-06,2.045e-06
2.191e-06,1.463e-06,3.936e-06,2.084e-06
2.347e-06,1.712e-06,8.41e-06,2.132e-06
2.291e-06,1.67e-06,8.625e-06,1.973e-06
2.102e-06,1.505e-06,4.91e-06,2.001e-06
2.595e-06,3.85e-07,1.0224e-05,2.034e-06
2.065e-06,1.657e-06,2.702e-06,1.999e-06
2e-06,1.634e-06,2.522e-06,1.928e-06
2.018e-06,1.657e-06,2.76e-06,1.927e-06
2.211e-06,3.39e-07,4.654e-06,1.935e-06
2.21e-06,1.677e-06,3.948e-06,2.113e-06
2.048e-06,1.605e-06,2.872e-06,1.93e-06
2.131e-06,1.6e-06,2.817e-06,2.184e-06
2.114e-06,1.361e-06,3.662e-06,2.137e-06
2.138e-06,1.803e-06,2.609e-06,2.087e-06
2.061e-06,1.597e-06,2.945e-06,1.988e-06
2.143e-06,1.632e-06,3.451e-06,2.083e-06
2.214e-06,8.65e-07,3.344e-06,2.086e-06
2.117e-06,1.337e-06,2.898e-06,2.09e-06
2.125e-06,1.629e-06,2.772e-06,2.212e-06
2.019e-06,1.683e-06,2.415e-06,2.01e-06
2.038e-06,1.204e-06,3.141e-06,1.866e-06
2.083e-06,1.506e-06,2.785e-06,2.018e-06
1.962e-06,1.544e-06,2.549e-06,1.885e-06
2.027e-06,1.431e-06,2.867e-06,1.99e-06
2.093e-06,8.09e-07,3.251e-06,2.176e-06
2.048e-06,1.551e-06,2.903e-06,1.982e-06
2.05e-06,1.47e-06,2.432e-06,2.119e-06
2.163e-06,1.428e-06,4.963e-06,1.983e-06
2.004e-06,1.648e-06,3.238e-06,1.867e-06
2.05e-06,1.657e-06,2.671e-06,2.023e-06
1.964e-06,1.71e-06,2.384e-06,1.94e-06
2.056e-06,1.654e-06,2.812e-06,1.943e-06
2.104e-06,1.609e-06,3.499e-06,1.917e-06
